"Date","Item","Item description","Quantity","Unit Of Measure"
"06/13/0025","235626","MOKOROA S/BLC - 750ML","2","BTL"
"06/13/0025","170873","UNDERWOOD ROSE CAN 355ML","3","BTL"
"06/13/0025","89289","YELLOW TAIL MOSCATO - 750ML","1","BTL"
"06/13/0025","82066","CLOS DU BOIS S/BLC - 750ML","14","BTL"
"06/13/0025","247128","OREGON BREEZE PINOT NOIR - 750ML","1","BTL"
"06/13/0025","41262","BARTENURA MOSCATO D'ASTI BLUE - 750ML","4","BTL"
"06/13/0025","305656","SANTA JULIA P/GRIG SUSTAINABLE - 750ML","21","BTL"
"06/13/0025","46287","MONTEBUENA TINTO RIOJA EB - 750ML","13","BTL"
"06/13/0025","84581","COLUMBIA CREST GRAND EST MER - 750ML","3","BTL"
"06/13/0025","355492","PACIFICA ROSE - 750ML","2","BTL"
"06/13/0025","42165","14 HANDS CAB - 750ML","8","BTL"
"06/13/0025","73467","14 HANDS CHARD - 750ML","1","BTL"
"06/13/0025","130478","CORNARO VENETO P/GRIG - 750ML","1","BTL"
"06/13/0025","237978","TE PA SAUVIGNON BLANC - 750ML","12","BTL"
"06/13/0025","169560","FOREVER SUMMER BY MIRABEAU ROSE 750ML","2","BTL"
"06/13/0025","380110","RALLO BELEDA CATARRATTO 2019 6/750ML","2","BTL"
"06/13/0025","353004","ARTS DE LUNA CAVA ROSE ORGANIC 750ML","12","BTL"
"06/13/0025","247017","HOUSE WINE S/BLC CAN - 355ML","1","BTL"
"06/13/0025","83914","DARK HORSE ROSE - 750ML","1","BTL"
"06/13/0025","247251","STATE & RUSH CAB SAUV - 750ML","1","BTL"
"06/13/0025","85898","R MONDAVI PR SEL CHARD 750ML","1","BTL"
"06/13/0025","307622","MURPHY GOODE P/NOIR - 750ML","12","BTL"
"06/13/0025","170927","MINUTE MAID STRAWBERRY DAIQUIRI 24PK 200ML CN","50","BTL"
"06/13/0025","86169","WOODBRIDGE S/BLC - 750ML","11","BTL"
"06/13/0025","81434","R MONDAVI PR SEL MERLOT 1.5L","3","BTL"
"06/13/0025","42026","JORDAN ALEX VLY CAB - 750ML","33","BTL"
"06/13/0025","60437","CH BONFORT ST EMILION** - 750ML","14","BTL"
"06/13/0025","183598","CHOYA PLUM WINE SINGLE SERVE - 50ML","52","BTL"
"06/13/0025","348420","CH ROCHER CALON ST. EMILION - 750ML","12","BTL"
"06/13/0025","170860","BIAGIO MOSCATO SPUMANTE 750ML","1","BTL"
"06/13/0025","19801","STAGS LEAP NV CAB - 750ML","4","BTL"
"06/13/0025","239058","FARINA VALPOLICELLA - 750ML","1","BTL"
"06/13/0025","74829","CAMBRIA JULIAS BENCHBREAK P/NOIR - 750ML","1","BTL"
"06/13/0025","163538","ANDRE BRUNEL CDP - 750ML","12","BTL"
"06/13/0025","400017","STONECAP CHARD - 750ML","12","BTL"
"06/13/0025","333317","ANGELINI P/NOIR - 750ML","1","BTL"
"06/13/0025","238976","HICKINBOTHAM BROOKS RD SHIRAZ - 750ML","1","BTL"
"06/13/0025","247472","MASSAYA CAP EST RED - 750ML","5","BTL"
"06/13/0025","415081","ANCIANO NO.10 RIOJA GRAN RESERVA 750ML","13","BTL"
"06/13/0025","83390","BONTERRA ZIN - 750ML","1","BTL"
"06/13/0025","81914","CORBETT CANYON MER - 1.5L","12","BTL"
"06/13/0025","42220","OYSTER BAY S/BLC - 750ML","14","BTL"
"06/13/0025","67580","BAREFOOT BUBBLY BRUT - 750ML","1","BTL"
"06/13/0025","83902","BOTA BOX SQ CHILE PINOT NOIR - 3L","5","BTL"
"06/13/0025","81798","MIRASSOU P/GRIG - 750ML","2","BTL"
"06/13/0025","37621","SEVEN DEADLY ZINS ZIN - 750ML","1","BTL"
"06/13/0025","68535","GEKKEIKAN SAKE - 750ML","4","BTL"
"06/13/0025","17702","VINT CALIFORNIA BRBN BRL CABERNET BY R MONDAVI 750ML","12","BTL"
"06/13/0025","238717","RIONDO PROSECCO SPUMANTE - 750ML","5","BTL"
"06/13/0025","333501","LAB PORTUGESE RED - 3L","6","BTL"
"06/13/0025","84517","CHLOE CHARDONNAY - 750ML","1","BTL"
"06/13/0025","14001","ESTANCIA P/NOIR - 750ML","5","BTL"
"06/13/0025","83627","BOTA BOX S/BLANC - 3L","50","BTL"
"06/13/0025","321724","BROTTE LE GRIVELIERE CDR - 750ML","6","BTL"
"06/13/0025","53112","SCHMITT SOHNE RELAX RIES - 750ML","1","BTL"
"06/13/0025","193615","OZEKI DRY SAKE 24/C - 180ML","1","BTL"
"06/13/0025","166850","SUTTER HOME FRUIT INFUSION PEACH -  6/1.5L","1","BTL"
"06/13/0025","378971","UPTOWN WINE COCKTAILS BLUE HAWAIIAN - 1.5L","1","BTL"
"06/13/0025","170719","MAGGY HAWK STORMIN P/NOIR 750ML","1","BTL"
"06/13/0025","170925","MINUTE MAID PINA COLADA 24PK 200ML CN","48","BTL"
"06/13/0025","414395","MAR DE VINAS - 750ML","13","BTL"
"06/13/0025","66133","CAVIT P/GRIG - 750ML","1","BTL"
"06/13/0025","334059","SAND POINT S/BLC - 750ML","13","BTL"
"06/13/0025","123765","SANCERRE COTES DE REIGNY ROSE - 750ML","12","BTL"
"06/13/0025","305523","CH BON AMI BORD - 750ML","29","BTL"
"06/13/0025","81892","CORBETT CANYON CAB - 1.5L","1","BTL"
"06/13/0025","43725","THE PRISONER RED BLEND 750ML","7","BTL"
"06/13/0025","79502","MARTINI & ROSSI DRY VERMOUTH - 1L","31","BTL"
"06/13/0025","348328","TEDORIGAWA KINKA GOLD BLOSSOM - 720ML","2","BTL"
"06/13/0025","321452","PETIT BALTHAZAR PAYS CINSAULT RSE - 750ML","1","BTL"
"06/13/0025","83305","K JACKSON VINT RES S/BLC - 750ML","12","BTL"
"06/13/0025","49387","FAMIGLIA BIANCHI MALBEC - 750ML","1","BTL"
"06/13/0025","83748","BAREFOOT CEL P/NOIR - 750ML","0","BTL"
"06/13/0025","91093","BENTON HILLS RED BLEND 750ML","1","BTL"
"06/13/0025","377454","XXL STRAWBERRY/GRAPES MOSCATO - 750ML","2","BTL"
"06/13/0025","345734","DOM BOUSQUET MAL - 750ML","7","BTL"
"06/13/0025","355730","FLYBIRD STRAW MARGARITA AGAVE WINE - 750ML","16","BTL"
"06/13/0025","34134","CYT CASILLERO DEL DIABLO CARM- 750ML","7","BTL"
"06/13/0025","21180","SANCERRE WHITE SAUTEREAU - 750ML","1","BTL"
"06/13/0025","42600","CSM INDIAN WELLS CAB - 750ML","32","BTL"
"06/13/0025","361054","LAS PERDICES CAB - 750ML","13","BTL"
"06/13/0025","80853","FAIRBANKS PORT - 1.5L","6","BTL"
"06/13/0025","82580","SANTA CRISTINA P/GRIG - 750ML","2","BTL"
"06/13/0025","83755","SUTTER HOME CHARD - 1.5L","5","BTL"
"06/13/0025","86118","WOODBRIDGE CAB - 750ML","2","BTL"
"06/13/0025","308235","DAOU CABERNET - 750ML","1","BTL"
"06/13/0025","85704","LA MARCA PROSECCO -  3 pk-187ML","17","BTL"
"06/13/0025","238257","JEFF CARREL LES DARONS RED BORD - 750ML","1","BTL"
"06/13/0025","298330","BOTA BOX NIGHTHAWK RUM BARREL RED BLEND 3L","3","BTL"
"06/13/0025","239086","MIGUEL TORRES RESA LAS MULAS S/BLC ORG - 750ML","5","BTL"
"06/13/0025","68217","SANTINI SWEET MARSALA - 1L","4","BTL"
"06/13/0025","238784","ANDELUNA ALTITUD MALBEC - 750ML","10","BTL"
"06/13/0025","236252","CASA LA RAD SOLARCE BLANCO RIOJA - 750ML","1","BTL"
"06/13/0025","429996","J PORTUGAL RAMOS LOIOS RED - 750ML","1","BTL"
"06/13/0025","30463","MEIOMI RED BLEND - 750ML","14","BTL"
"06/13/0025","80359","BENVOLIO P/GRIG - 750ML","2","BTL"
"06/13/0025","169814","VAL D'OCA PROSECCO EXTRA DRY - 187ML","6","BTL"
"06/13/0025","63800","ART OF EARTH MALBEC ORGANIC 750ML","2","BTL"
"06/13/0025","52078","J LOHR SEVEN OAKS CAB (SC) - 375ML","1","BTL"
"06/13/0025","47163","AVELEDA VINHO VERDE BRANCO - 750ML","2","BTL"
"06/13/0025","302973","SANTA JULIA CAB SUSTAINABLE - 750ML","11","BTL"
"06/13/0025","354412","UNDERWOOD ROSE CAN SLIM - 250ML","1","BTL"
"06/13/0025","338694","DR LOOSEN DR L DRY RIES - 750ML","5","BTL"
"06/13/0025","14558","BOTA BOX BREEZE RED BLEND 3L","3","BTL"
"06/13/0025","83933","COPPOLA DIAMOND CLARET CAB - 750ML","2","BTL"
"06/13/0025","356938","LOS HAROLDOS ESTATE CABERNET SAUVIGNON - 750ML","7","BTL"
"06/13/0025","170598","MINUTE MAID PINA COLADA 1.5L","1","BTL"
"06/13/0025","334595","CHEF GEOFF'S DAILY CAB - 750ML","1","BTL"
"06/13/0025","361593","BRICO DEI TATI BARBERA - 750ML","12","BTL"
"06/13/0025","84204","SUTTER HOME MER - 1.5L","5","BTL"
"06/13/0025","74861","YELLOW TAIL MERLOT - 750ML","9","BTL"
"06/13/0025","41000","DUCKHORN N/V S/BLC - 750ML","12","BTL"
"06/13/0025","83356","K JACKSON VINT RES P/NOIR - 750ML","6","BTL"
"06/13/0025","367648","PACIFIC RIM SWEET RIES - 750ML","1","BTL"
"06/13/0025","327592","MURIEL RIOJA RESERVA 750ML","17","BTL"
"06/13/0025","83054","RICHARDS WILD IRISH ROSE - 750ML","3","BTL"
"06/13/0025","84924","APOTHIC  CAL CRUSH RED BL - 750ML","1","BTL"
"06/13/0025","355780","STELLA ROSA ROSE GRAPEFRUIT - 750ML","12","BTL"
"06/13/0025","51527","CATENA ALTA MALBEC - 750ML","1","BTL"
"06/13/0025","309406","DREAMING TREE CRUSH RED - 750ML","13","BTL"
"06/13/0025","311936","MAN VINTNERS CHEIN BLC - 750ML","1","BTL"
"06/13/0025","318894","BONESHAKER ZIN - 750ML","6","BTL"
"06/13/0025","244902","JOSH CELLARS HEARTH CABERNET SAUVIGNON - 750ML","20","BTL"
"06/13/0025","64734","BAREFOOT CEL CHARD - 750ML","12","BTL"
"06/13/0025","87169","BAREFOOT BUBBLY PINK MOSCATO - 187ML","24","BTL"
"06/13/0025","246001","ALLEGRINI DOC LUGANA - 750ML","1","BTL"
"06/13/0025","84644","BOTA BOX RIESLING - 3L","4","BTL"
"06/13/0025","242077","JOSH CELLARS PROSECCO - 750ML","12","BTL"
"06/13/0025","232008","BODEGAS TONEL 46 RES MALB - 750ML","1","BTL"
"06/13/0025","243597","LUJURIA MALB - 750ML","10","BTL"
"06/13/0025","85480","GLEN ELLEN RES CHARD - 1.5L","2","BTL"
"06/13/0025","349814","LUSTIG GRUNER VELTLINER - 750ML","1","BTL"
"06/13/0025","48058","STONESTREET ESTATE CAB - 750ML","6","BTL"
"06/13/0025","379048","JERMANN PINOT NOIR RED ANGEL - 750ML","1","BTL"
"06/13/0025","170543","FOUR SISTERS PINOT NOIR 750ML","1","BTL"
"06/13/0025","76570","BOGLE P/NOIR - 750ML","7","BTL"
"06/13/0025","574643","MIDSOMMAR GRUNER VELTLINER NIEDEROSTERREICH - 1L","5","BTL"
"06/13/0025","86607","JOSH CELLARS P/NOIR - 750ML","5","BTL"
"06/13/0025","379998","HAN JAN MELON - 375ML","9","BTL"
"06/13/0025","82040","CLOS DU BOIS BF CHARD - 750ML","0","BTL"
"06/13/0025","30404","LAURENT PERRIER LA CUVEE BRUT GOLD GIFT BOX","3","BTL"
"06/13/0025","248098","DAILYS ISLAND RUNNER - 10 OZ","1","BTL"
"06/13/0025","313967","BAREFOOT CEL PINK MOSCATO - 750ML","18","BTL"
"06/13/0025","426210","BUSA DE LELE P/GRIG - 750ML","12","BTL"
"06/13/0025","83691","MD 20/20 DRAGONFRUIT - 750ML","2","BTL"
"06/13/0025","297367","PRESTIGE DE CALVET BORDEAUX MERLOT CABERNET SAUVIGNON 750ML","11","BTL"
"06/13/0025","437620","DOLIN DRY VERMOUTH - 750ML","1","BTL"
"06/13/0025","79677","NOILLY PRATT DRY VERMOUTH - 750ML","1","BTL"
"06/13/0025","80131","DON MIGUEL GASCON MALBEC - 750ML","12","BTL"
"06/13/0025","81592","DARK HORSE BUTTERY CHARD - 750ML","4","BTL"
"06/13/0025","70410","FRANZIA DARK RED BLEND - 5L","9","BTL"
"06/13/0025","66036","BELLA SERA P/GRIG - 1.5L","2","BTL"
"06/13/0025","85424","19 CRIMES SEA  RED BLEND - 750ML","11","BTL"
"06/13/0025","88589","LA CREMA MONTEREY P/NOIR - 750ML","12","BTL"
"06/13/0025","21768","BABICH MARL S/BLC - 750ML","1","BTL"
"06/13/0025","101974","CH ST MICH P/GRIS - 750ML","48","BTL"
"06/13/0025","240842","BUZZBALLZ CHILLERS CHOCO CHILLER 24/CS - 187ML","72","BTL"
"06/13/0025","380079","CASTELLO DI AMA SAN LORENZO CHN CLASS GR SEL 3/750ML","3","BTL"
"06/13/0025","405817","CANYON ROAD P/GRIG - 750ML","14","BTL"
"06/13/0025","234304","FAMIGLIA CASTELLANI SANG TOSC COLLESANO - 750ML","9","BTL"
"06/13/0025","66303","RUFFINO ORVIETO CLASSICO V - 750ML","1","BTL"
"06/13/0025","79901","TOASTED HEAD CAB - 750ML","12","BTL"
"06/13/0025","243922","CH JALOUSIE BEAULIEU CUV PRESTIGE RED BORD SUP - 750ML","9","BTL"
"06/13/0025","380489","IL PALAZZINO AZZERO 'EDOARDO SDERCI' 2021 750ML","1","BTL"
"06/13/0025","245067","PARCELEROS MALBEC MENDOZA - 750ML","1","BTL"
"06/13/0025","346933","BESO DEL SOL SANGRIA - 500ML","1","BTL"
"06/13/0025","171023","ELENA FUCCI TITOLO PINK - 750ML","1","BTL"
"06/13/0025","76031","CHATEAU POURCIEUX PROVENCE ROSE - 750ML","24","BTL"
"06/13/0025","72087","CYT FRONTERA CAB/MER - 750ML","1","BTL"
"06/13/0025","80774","WOODBRIDGE RED BLEND 1.5L","1","BTL"
"06/13/0025","83804","BLACK BOX P/GRIG  6/CS - 3L","38","BTL"
"06/13/0025","91325","BIG SIPZ LIME 200ML","4","BTL"
"06/13/0025","89648","GALLO SWEET VERMOUTH - 750ML","2","BTL"
"06/13/0025","85688","DARK HORSE BUBBLES BRUT BRUT - CAN - 375ML","20","BTL"
"06/13/0025","405809","CANYON ROAD S/BLC - 750ML","2","BTL"
"06/13/0025","26034","MONKEY BAY S/BLC - 750ML","1","BTL"
"06/13/0025","304627","SANTA JULIA MALBEC SUSTAINABLE - 750ML","10","BTL"
"06/13/0025","353590","VALDESPINO PEDRO XIMENEZ EL CANDADO - 750ML","4","BTL"
"06/13/0025","246124","CAKEBREAD CABERNET 2021 - 750ML","3","BTL"
"06/13/0025","341122","MONTGRAVET ROSE - 750ML","2","BTL"
"06/13/0025","170871","UNDERWOOD P/NOIR CAN 355ML","24","BTL"
"06/13/0025","350310","LUSTIG ZWEIGELT ROSE - 750ML","1","BTL"
"06/13/0025","60488","NICOLAS P/NOIR - 750ML","12","BTL"
"06/13/0025","68136","MELILLO DRY MARSALA 12/C - 500ML","17","BTL"
"06/13/0025","320974","BARONE MONTALTO P/GRIG 750ML","2","BTL"
"06/13/0025","371176","SCHLOSS VOLLRADS RIES QBA - 750ML","1","BTL"
"06/13/0025","46618","FRISK PRICKLY RIES - 750ML","0","BTL"
"06/13/0025","245927","IMPERIAL 202 DULCE ROSE - 750ML","2","BTL"
"06/13/0025","234058","CH LASSEGUE ST EMILION GR CRU - 750ML","6","BTL"
"06/13/0025","89374","APOTHIC CAL DARK - 750ML","12","BTL"
"06/13/0025","428727","BAUER ROSENBERG GRUN VELT - 750ML","1","BTL"
"06/13/0025","166517","RANCHO LA GLORIA RTD MARGARITA  - 750ML","2","BTL"
"06/13/0025","18830","K JACKSON GRAND RES CHARD - 750ML","15","BTL"
"06/13/0025","350966","DOM DU MONT EPIN MACON PERONNE - 750ML","1","BTL"
"06/13/0025","355879","SANTA JULIA ORGANICA TEMP - 750ML","12","BTL"
"06/13/0025","79537","MARTINI & ROSSI SWEET VERMOUTH -750ML","7","BTL"
"06/13/0025","88620","CH D'ESCLANS WHISPERING ANGEL THE BEACH  - 750ML","13","BTL"
"06/13/0025","25577","STERLING VNT COLL CAB - 750ML","1","BTL"
"06/13/0025","64742","BAREFOOT CEL MERLOT - 750ML","9","BTL"
"06/13/0025","239588","BUZZBALLZ CHILLERS PINEAPPLE COLADA 24/CS - 187ML","98","BTL"
"06/13/0025","170977","FAUSTINO V RESERVA RIOJA 750ML","1","BTL"
"06/13/0025","18459","CH DU PRIEURE BORDEAUX 750ML","4","BTL"
"06/13/0025","44234","GERSTACKER NURNBERGER GLUHWEIN - 1L","1","BTL"
"06/13/0025","235722","TAKING ROOT CAB - 750ML","2","BTL"
"06/13/0025","169804","POST & BEAM CHARD- 750ML","4","BTL"
"06/13/0025","234018","ROUGH DAY CAB - 750ML","35","BTL"
"06/13/0025","89938","SUMMIT RED BLEND BIB - 3L","3","BTL"
"06/13/0025","411310","JOSH CELLARS CAB - 750ML","45","BTL"
"06/13/0025","248178","GAJA BARBARESCO - 750ML","2","BTL"
"06/13/0025","68462","PRESIDENTIAL TAWNY PORTO 6/C - 750ML","3","BTL"
"06/13/0025","326777","BREAD & BUTTER CHARD - 750ML","1","BTL"
"06/13/0025","352720","LA JARA ORGANIC PINOT GRIGIO ROSE - 750ML","2","BTL"
"06/13/0025","84026","SUTTER HOME WH/ZIN - 750ML","2","BTL"
"06/13/0025","170926","MINUTE MAID LIME MARGARITA 24PK 200ML CN","28","BTL"
"06/13/0025","346160","AVA GRACE S/BLC - 750ML","13","BTL"
"06/13/0025","86219","JOSH CELLARS ROSE - 750ML","2","BTL"
"06/13/0025","300096","DECOY PINOT NOIR - 750ML","3","BTL"
"06/13/0025","321886","YELLOW TAIL RED SANGRIA - 1.5L","2","BTL"
"06/13/0025","349246","BERINGER BBN BRL AGD RED BLEND - 750ML","12","BTL"
"06/13/0025","81111","CYT FRONTERA MALBEC - 1.5L","8","BTL"
"06/13/0025","41478","DR LOOSEN L EST RIES TROC - 750ML","1","BTL"
"06/13/0025","239116","BARON PHILIPPE DE ROTHSCHILD ESCUDO ROJO RESA CAB - 750ML","2","BTL"
"06/13/0025","304919","CAMPO VIEJO CAVA BRT ROSE","1","BTL"
"06/13/0025","86037","RICHARDS WILD IRISH ROSE - 375ML","8","BTL"
"06/13/0025","81551","TILIA MALBEC - 750ML","1","BTL"
"06/13/0025","84107","SUTTER HOME MER - 750ML","8","BTL"
"06/13/0025","352986","HAN JAN ORIGINAL - 375ML","15","BTL"
"06/13/0025","312165","MONTGRAVET CDL BLC - 750ML","12","BTL"
"06/13/0025","73709","ALAMOS CAB - 750ML","46","BTL"
"06/13/0025","351608","AUSTIN HOPE CAB - 750ML","23","BTL"
"06/13/0025","82156","BAREFOOT CEL SWEET RED - 1.5L","18","BTL"
"06/13/0025","51322","LA CREMA R/R P/NOIR - 750ML","1","BTL"
"06/13/0025","88787","CLOS DU BOIS BUTTERY CHARD - 750ML","13","BTL"
"06/13/0025","52116","YELLOW TAIL CAB - 750ML","26","BTL"
"06/13/0025","239232","DOM ARMELLE ET BERNARD RION VV VOSNE-ROM CUV DAME JULIETTE - 750ML","3","BTL"
"06/13/0025","83879","WENTE VYDS MORNING FOG CHARD - 750ML","36","BTL"
"06/13/0025","43373","ST COSME CDR - 750ML","1","BTL"
"06/13/0025","87335","KORBEL BRUT - 1.5L","1","BTL"
"06/13/0025","367522","AVANTIS SAUVIGNON BLANC - 750ML","12","BTL"
"06/13/0025","296872","JOSH CELLARS MERLOT - 750ML","12","BTL"
"06/13/0025","346168","AME DU VIN ROSE - 750ML","1","BTL"
"06/13/0025","379913","PROSECO BABBO EX/DRY - 750ML","12","BTL"
"06/13/0025","248053","LA POSTA TINTO RED BLEND - 750ML","1","BTL"
"06/13/0025","238718","VILLA JOLANDA HAPPY HOLIDAY SPUM EXTRA SEC - 750ML","1","BTL"
"06/13/0025","247345","LITTLE WHITE GOAT SAUV BLANC - 750ML","2","BTL"
"06/13/0025","339130","SANTA JULIA CAB ORGANIC - 750ML","2","BTL"
"06/13/0025","82031","CLOS DU BOIS CAB - 750ML","12","BTL"
"06/13/0025","393975","THOMAS HENRY CHARD - 750ML","12","BTL"
"06/13/0025","186139","BORSAO GARNACHA SELECCION - 750ML","12","BTL"
"06/13/0025","112917","TIAMO PINOT GRIGIO - 750ML","12","BTL"
"06/13/0025","84008","YELLOW TAIL P/NOIR - 750ML","1","BTL"
"06/13/0025","46543","CANYON ROAD CAL P/NOIR - 750ML","13","BTL"
"06/13/0025","84934","CYT FRONTERA P/GRIG - 1.5L","14","BTL"
"06/13/0025","304918","ZMORA CAB S/S - 750ML","1","BTL"
"06/13/0025","355728","BARTENURA MOSCATO CAN - 250ML","48","BTL"
"06/13/0025","378754","STEMMARI CAB SAUV - 750ML","1","BTL"
"06/13/0025","340052","DAOU THE PESSIMIST RED BLEND - 750ML","1","BTL"
"06/13/0025","73628","ALAMOS MALBEC - 750ML","91","BTL"
"06/13/0025","309474","OTWC P/NOIR - 750ML","12","BTL"
"06/13/0025","305331","BADENHORST SECATEURS CH/BLC - 750ML","1","BTL"
"06/13/0025","83976","COLUMBIA CREST GR EST CAB - 750ML","12","BTL"
"06/13/0025","324211","DOM PAUL BUISSE TOURAINE S/BLC - 750ML","1","BTL"
"06/13/0025","236388","VINA JARABA SEL ESPECIAL RED - 750ML","4","BTL"
"06/13/0025","45713","SAN ANGELO P/GRIG CAST BANFI - 750ML","12","BTL"
"06/13/0025","321628","CH LOUVIE ST EMIL - 750ML","12","BTL"
"06/13/0025","241386","FRANZIA BOLD & JAMMY CAB BIB - 5L","9","BTL"
"06/13/0025","170150","MICHAEL DAVID LODI CAB SAUV 750ML","1","BTL"
"06/13/0025","80950","TAYLOR PORT - 750ML","11","BTL"
"06/13/0025","82279","R STRONG RR VLY P/NOIR - 750ML","12","BTL"
"06/13/0025","85650","PETER VELLA BURGUNDY BIB - 5LTR","2","BTL"
"06/13/0025","333813","CHLOE P/NOIR - 750ML","12","BTL"
"06/13/0025","80906","PROPHECY P/GRIG - 750ML","2","BTL"
"06/13/0025","238616","ANDELUNA RAICES MALBEC - 750ML","25","BTL"
"06/13/0025","70149","LILLET BLC - 750ML","2","BTL"
"06/13/0025","67563","BAREFOOT CEL P/GRIG - 1.5L","2","BTL"
"06/13/0025","349291","HAKUSHIKA SNOW BEAUTY NIGORI - 300ML","12","BTL"
"06/13/0025","237288","THE LITTLE SHEEP OF FRANCE ROSE - 750ML","2","BTL"
"06/13/0025","238288","OYSTER BAY ROSE - 750ML","7","BTL"
"06/13/0025","353016","JORJAO MALBEC RES FOGO DE CHAO- 750ML","11","BTL"
"06/13/0025","18031","J LOHR ESTATES CAB - 1.5L","4","BTL"
"06/13/0025","26131","COLUMBIA CREST GR EST CHARD - 750ML","17","BTL"
"06/13/0025","347969","90+ CELLARS LOT 132 ROSE COTES DE PROVENCE 750 ML","1","BTL"
"06/13/0025","323076","BIUTIFUL CAVA N/V - 750ML","11","BTL"
"06/13/0025","330658","MENAGE A TROIS PROSECCO - 750ML","1","BTL"
"06/13/0025","47503","MENAGE A TROIS RED - 750ML","17","BTL"
"06/13/0025","359416","EQUOIA PINOT NOIR - 750ML","12","BTL"
"06/13/0025","247868","BUZZBALLZ CHILLERS BIGGIES CHOCO CHILLER - 1.5L","1","BTL"
"06/13/0025","355192","CHALK HILL RR CHARD - 750ML","5","BTL"
"06/13/0025","68470","PRESIDENTIAL RUBY PORTO 6/C - 750ML","4","BTL"
"06/13/0025","45002","MOLLY DOOKER THE MAITRE D CAB - 750ML","2","BTL"
"06/13/0025","248146","TWO BIRDS ONE STONE ROSE - 750ML","1","BTL"
"06/13/0025","82520","FRANZIA CAB BIB - 5L","67","BTL"
"06/13/0025","84913","FRANZIA CHIANTI BIB - 5L","4","BTL"
"06/13/0025","383040","TERRAPIN CEL P/NOIR - 750ML","1","BTL"
"06/13/0025","18139","LINGANORE SKIPJACK - 750ML","1","BTL"
"06/13/0025","82078","CUPCAKE MARLBOROUGH S/BLC - 750ML","1","BTL"
"06/13/0025","81540","ALMADEN MOUNTAIN RHINE BIB - 5L","7","BTL"
"06/13/0025","166660","CAPRICCIO WATERMELON SANGRIA - 750ML","3","BTL"
"06/13/0025","328942","MEIOMI CHARD - 750ML","2","BTL"
"06/13/0025","417321","TWO OCEANS S/BLC - 1.5L","2","BTL"
"06/13/0025","342094","OZEKI SAKE - 19L","1","BTL"
"06/13/0025","84689","HESS SEL CALIFORNIA CAB - 750ML","2","BTL"
"06/13/0025","88462","LA MARCA PROSECCO - 375ML","1","BTL"
"06/13/0025","170504","MATERRA SAUV BLANC 750ML","1","BTL"
"06/13/0025","89311","MIRASSOU P/NOIR - 750ML","1","BTL"
"06/13/0025","238555","UPTOWN WINE COCKTAILS LIME MARGARITA RTD KOS - 1.5L","12","BTL"
"06/13/0025","68276","HARTLEY & GIBSONS DRY FINO SHR - 750ML","9","BTL"
"06/13/0025","306114","LAB PORTUGUESE RED - 1.5L","1","BTL"
"06/13/0025","75744","HERRADURA TEQUILA - REPOSADO - 750ML","2","BTL"
"06/13/0025","69280","GRAN CENTENARIO REPOSADA - 750ML","1","BTL"
"06/13/0025","89517","VIBE - VENDANGE  PEACH -  500ML","35","BTL"
"06/13/0025","43133","DEKUYPER CURACAO - ORANGE - 1L","1","BTL"
"06/13/0025","70422","CAMARENA TEQUILA - REPOSADO - 1.75L","7","BTL"
"06/13/0025","29556","BUSHMILLS BLACK BUSH IRISH WHSKY - 750ML","14","BTL"
"06/13/0025","52059","NEW AMSTERDAM VODKA - PINK WHITNEY- 1.75L","25","BTL"
"06/13/0025","23841","PAUL MASSON BRANDY VS - 1.75L","4","BTL"
"06/13/0025","25348","SAUZA HACIENDA GOLD TEQ - 1L","1","BTL"
"06/13/0025","44639","DOM DE CANTON - 750ML","5","BTL"
"06/13/0025","18228","CUTWATER MANGO MARGARITA 6/4 CAN","53","BTL"
"06/13/0025","351046","UNCLE NEAREST 1856 - 750ML","5","BTL"
"06/13/0025","241458","99 SCHNAPPS LONG ISLAND ICED TEA - 50ML","240","BTL"
"06/13/0025","42253","ON THE ROCKS KNOB CREEK OLD FASHIONED RTD - 375ML","19","BTL"
"06/13/0025","322463","CASAMIGOS TEQUILA - REPOSADO - 750ML","4","BTL"
"06/13/0025","72678","HIGH NOON SUN SIPS LEMON - RTD - 4PK - 355ML","72","BTL"
"06/13/0025","72732","CAFFO DEL CAPO AMARO - 750ML","19","BTL"
"06/13/0025","17141","AZTECA AZUL TEQUILA REPOSADO 750ML","1","BTL"
"06/13/0025","342151","LAZZARONI LIMONCELLO - 750ML","1","BTL"
"06/13/0025","72003","HIGH NOON SUN SIPS MANGO - RTD - 355ML- 6/4 PK","96","BTL"
"06/13/0025","241603","DOGFISH HEAD BLOOD ORANGE & MANGO VODKA CRUSH - 6/4 CAN","52","BTL"
"06/13/0025","70083","HIGH NOON SUN SIPS 8 PK VARIETY  - RTD - 355ML","518","BTL"
"06/13/0025","71126","1800 ULTIMATE PINEAPPLE MARGARITA 1.75L","2","BTL"
"06/13/0025","56810","LARCENY KY STRAIGHT BOURBON WHISKEY- 750ML","29","BTL"
"06/13/0025","30244","GORDON'S GIN - 750ML","5","BTL"
"06/13/0025","335696","BIB & TUCKER BOURBON - 750ML","1","BTL"
"06/13/0025","91196","JOSE CUERVO SILVER TEQUILA SQUARE 375ML","15","BTL"
"06/13/0025","70385","FIREBALL CINNAMON WHISKY - 750ML","3","BTL"
"06/13/0025","50105","CAMPARI APERITIVO - 750ML","2","BTL"
"06/13/0025","81594","ANDRE PINEAPPLE MIMOSA -375ML - CAN","1","BTL"
