"Code","Category","Description","Size","Total Inventory","Price","Sale Price","Sale End Date"
"63782","PRE-MIX COCKTAILS","1800 ULTIMATE MANGO MARGARITA 1.75L","1.75L","258","$19.99",,
"171642","AMERICAN WHITE","CAPRICCIO WHITE SANGRIA - 750ML","750ML","96","$11.99",,
"139890","ARGENTINA","SANTA JULIA OAK RES MAL - 750ML","750ML","180","$14.99",,
"87378","CHAMPAGNE","KORBEL EXTRA DRY CHAMPAGNE - 750ML","750ML","624","$17.99",,
"83748","AMERICAN RED","BAREFOOT CEL P/NOIR - 750ML","750ML","84","$7.99",,
"69443","NEW ZEALAND","13 CELSIUS S/BLANC - 750ML","750ML","252","$16.99",,
"99708","DOMESTIC BOTTLE BEER","SIERRA NEVADA PALE ALE 2/12 NR - 12.0Z (12-Pack)","12pk","3840","$19.99",,
"2828","DOMESTIC BOTTLE BEER","SAM ADAMS BOSTON LAGER 2/12 NR - 12.0Z (12-Pack)","12pk","7128","$20.99",,
"66192","ITALIAN RED WINE","CAVALIERE D'ORO GABBIANO CHIANTI - 1.5L","1.5L","192","$20.99",,
"16746","DOMESTIC CAN BEER","DENIZENS COOL BREEZE OATMEAL STOUT 4/6 CANS - 12.0Z (6-Pack)","6pk","1320","$11.99",,
"15008","TEQUILA","MONTEZUMA TEQUILA - GOLD - 1L","1L","1668","$14.99",,
"82538","AMERICAN WHITE","FRANZIA CHARD BIB - 5L","5L","0","$24.99",,
"433497","SPANISH/PORTUGUESE","BURGO VIEJO RIOJA CRIANZA - 750ML","750ML","108","$13.99",,
"242024","AMERICAN RED","FREEMARK ABBEY CAB - 750ML","750ML","222","$70.99",,
"28088","IMPORTED SCOTCH","CHIVAS REGAL 12YR - 1.75L","1.75L","72","$72.99",,
"82889","SPARKLING","LA MARCA PROSECCO - 750ML","750ML","6948","$18.99",,
"76287","AMERICAN RED","BAREFOOT CEL MERLOT - 1.5L (1 Bottle)","1.5L","150","$14.99","$12.99","09/30/2025"
"422118","SOUTH AFRICAN","JAM JAR SWEET SHZ - 750ML","750ML","240","$11.99",,
"71056","ITALIAN RED WINE","ANTINORI TOSCANA RED - 750ML","750ML","144","$27.99",,
"88590","SPARKLING","LA MARCA PROSECCO ROSE - 750ML","750ML","1584","$18.99",,
"40613","AMERICAN RED","CYCLES GLADIATOR PINOT NOIR 750ML (1 Bottle)","750ML","168","$11.99","$9.99","09/30/2025"
"38997","DOMESTIC RUM","ARISTOCRAT RUM - LIGHT - 1L","1L","588","$10.99",,
"313885","AMERICAN RED","MENAGE A TROIS CAB - 750ML","750ML","324","$14.99",,
"246388","STRAIGHT BOURBON WHISKEY","UNCLE NEAREST 1856 375ML","375ML","0","$29.99",,
"380541","WINE BASED RTD","FRANZIA MARGARITA RTD 5L BIB","5L","260","$24.99",,
"40368","SINGLE MALT SCOTCH","LAGAVULIN SCOTCH 16YR - 750ML","750ML","636","$104.99",,
"36790","IMPORTED VODKA","KETEL ONE VODKA - 1.75L","1.75L","1290","$46.99",,
"16798","LIQ BASED RTD","DEVILS BACKBONE SMASH ON THE BEACH RTD 6/4 CANS - 12.0Z (4-Pack)","4pk","1104","$12.99",,
"86718","AUSTRALIAN","YELLOW TAIL RIES - 1.5L","1.5L","420","$13.99",,
"248077","SESSION RTD","SURFSIDE LEMONADE VARIETY PACK 3/8PK 12OZ CAN - 12.0Z (8-Pack)","8pk","69432","$17.99",,
"80292","AMERICAN RED","SUTTER HOME MER - 187ML","187ML","4704","$2.99",,
"80997","AMERICAN RED","STORYPOINT CAB - 750ML","750ML","156","$14.99",,
"10052","MALT BASED SELTZER","DENIZENS BLOOD ORANGE SELTZER 4/6 CANS - 12.0Z (6-Pack)","6pk","0","$9.99",,
"31828","IMPORTED CORDIALS","JAGERMEISTER LIQUEUR - 1.75L","1.75L","36","$43.99",,
"73709","ARGENTINA","ALAMOS CAB - 750ML (1 Bottle)","750ML","516","$12.99","$10.99","09/30/2025"
"68672","DOMESTIC CAN BEER","DENIZENS BORN BOHEMIAN 4/6 CANS - 12.0Z (6-Pack)","6pk","4032","$11.99",,
"306764","SPARKLING","BELLE JARDIN BDB BRUT - 750ML","750ML","564","$14.99",,
"48217","STRAIGHT BOURBON WHISKEY","WILLETT FAMILY POT RES 94 - 1.75L (1 Bottle)","1.75L","27","$116.99","$96.99","09/30/2025"
"90590","DOMESTIC CAN BEER","MILLER LITE 30PK CAN - 12.0Z","12.0Z","1492","$34.99",,
"84955","AUSTRALIAN","YELLOW TAIL SWEET RED - 1.5L","1.5L","1116","$13.99",,
"70149","APERITIF","LILLET BLC - 750ML","750ML","432","$19.99",,
"94170","DOMESTIC BOTTLE BEER","MILLER LITE 4/6 LNNR - 12.0Z","12.0Z","27","$35.96",,
"365300","ARGENTINA","SANTA JULIA ORGANICA MAL - 750ML","750ML","228","$13.99",,
"325773","AMERICAN RED","AUSPICION CAB - 750ML","750ML","180","$13.99",,
"67571","AMERICAN WHITE","BAREFOOT CEL P/GRIG - 750ML","750ML","516","$7.99",,
"88528","AMERICAN WHITE","BLACK BOX BRILLIANT- LOW CAL - P/GRIG - 3L","3L","66","$21.99",,
"72710","CHILE","CYT FRONTERA BUTTERY CHARD 750ML","750ML","2760","$6.99",,
"18548","TEQUILA","GRAN CORAMINO CRISTALINO REPOSADA 750ML","750ML","318","$49.99",,
"75396","AMERICAN TABLE WINE","ARBOR MIST BLACKBERRY MER - 1.5L","1.5L","30","$10.99",,
"311320","AMERICAN RED","BLACK BOX MER TETRA - 500ML","500ML","312","$3.99",,
"240594","AMERICAN TABLE WINE","MENAGE A TROIS SWEET COLLECTION MOSCATO - 750ML","750ML","348","$13.99",,
"78387","AMERICAN TABLE WINE","ARBOR MIST EXOTIC FRUIT WH/ZIN - 1.5L","1.5L","18","$10.99",,
"328942","AMERICAN WHITE","MEIOMI CHARD - 750ML","750ML","252","$17.99",,
"60589","IMPORTED BOTTLE BEER","PRESTIGE LAGER 4/6 NR - 12.0Z (6-Pack)","6pk","1632","$9.99",,
"296880","AMERICAN RED","BOTA BOX NIGHTHAWK BLACK CABERNET SAUVIGNON - 3L","3L","168","$21.99",,
"23851","IMPORTED BOTTLE BEER","GUINNESS FOREIGN EXTRA STOUT 6/4-NR - 11.2Z (4-Pack)","4pk","6096","$10.99",,
"87041","SPARKLING","CHANDON NAPA VLY BRUT - 750ML","750ML","552","$26.99",,
"378976","SPARKLING","CANDONI PROSECCO EXTRA DRY 12/750 - 750ML","750ML","396","$15.99",,
"35068","DOMESTIC VODKA","BURNETT'S VODKA - 750ML","750ML","396","$7.69",,
"89591","AMERICAN TABLE WINE","PETER VELLA DELICIOUS RED BIB - 5L","5L","108","$18.99",,
"77746","IMPORTED NON ALCOHOLIC BEER","STELLA 0.0 NA 4/6 NR - 11.2Z (6-Pack)","6pk","6186","$11.99",,
"76293","DOMESTIC VODKA FLAVORS","NEW AMSTERDAM VODKA - GRAPEFRUIT - 50ML","50ML","2520","$1.09",,
"49280","IMPORTED RUM","RON ZACAPA 23YR- CENTENARIO - 750ML","750ML","222","$49.99",,
"5096","DOMESTIC CAN BEER","BUD 30PK CAN - 12.0Z","12.0Z","475","$35.99",,
"80723","AUSTRALIAN","YELLOW TAIL P/GRIG - 1.5L","1.5L","1524","$14.99",,
"300096","AMERICAN RED","DECOY PINOT NOIR 750ML","750ML","828","$23.99",,
"324028","NON-ALCOHOLIC MIXERS","GEORGES BLOODY MARY MILD - 32.0Z","32.0Z","132","$8.99",,
"18814","AMERICAN WHITE","SIMI BRIGHTFUL CHARDONNAY 750ML","750ML","204","$16.99",,
"72446","DOMESTIC VODKA","TITO'S HANDMADE VODKA - 50ML (12-Pack)","12pk","13860","$29.88",,
"351706","AMERICAN RED","BONANZA CABERNET SAUVIGNON - 750ML","750ML","324","$18.99",,
"63361","DOMESTIC CAN BEER","DC BRAU JOINT RESOLUTION 4/6 CANS - 12.0Z (6-Pack)","6pk","600","$10.99",,
"25391","DOMESTIC BOTTLE BEER","NB TRIPPEL BELGIAN STYLE ALE 4/6 NR - 12.0Z (6-Pack)","6pk","7440","$12.99",,
"395480","SPANISH/PORTUGUESE","ANCIANO NO.5 RIOJA CRIANZA 750ML","750ML","216","$11.99",,
"90767","SESSION RTD","CUTWATER WHISKEY SOUR 6/4 CAN - 12.0Z (4-Pack)","4pk","4560","$12.99",,
"80557","AMERICAN WHITE","BAREFOOT CEL CHARD- BIB - 3L","3L","36","$21.99",,
"80462","AMERICAN BLUSH","SUTTER HOME WH/MER - 1.5L","1.5L","702","$14.99",,
"170674","FRENCH BLUSH","CAP AU LARGE ROSE 750ML","750ML","36","$16.99",,
"232660","FRENCH BLUSH","ATLANTIQUE ROSE - 750ML","750ML","108","$11.99",,
"239518","TEQUILA","ILEGAL MEZCAL REPOSADO - 750ML","750ML","186","$44.99",,
"83691","AMERICAN RED","MD 20/20 DRAGONFRUIT - 750ML","750ML","480","$5.99",,
"23558","AMERICAN WHITE","COPPOLA PRESENTS BIANCO P/GRIG - 750ML","750ML","276","$13.99",,
"97845","IMPORTED BOTTLE BEER","SPATEN PREMIUM LAGER NR - 12.0Z (6-Pack)","6pk","5616","$11.99",,
"83912","AMERICAN RED","BAREFOOT CEL P/NOIR - 1.5L (1 Bottle)","1.5L","246","$14.99","$12.99","09/30/2025"
"70081","SESSION RTD","HIGH NOON SUN SIPS PEACH  -  RTD - 6/4PK - 355ML (4-Pack)","4pk","2856","$10.99",,
"71009","SESSION RTD","HIGH NOON VARIETY PACK - 355ML - 12PK (12-Pack)","12pk","15792","$31.99",,
"68187","PORT","FONSECA BIN 27 PORTO - 750ML","750ML","264","$20.99",,
"87696","SPARKLING","ANDRE SPUMANTE - 750ML","750ML","48","$9.99",,
"85065","AMERICAN WHITE","J LOHR RIVERSTONE CHARD - 750ML (1 Bottle)","750ML","492","$15.99","$12.99","09/30/2025"
"168240","AMERICAN RED","TEXTBOOK PASO ROBLES CABERNET SAUVIGNON 750ML (1 Bottle)","750ML","156","$28.99","$21.99","09/30/2025"
"15261","STRAIGHT BOURBON WHISKEY","BAKER'S 7YR SINGLE BARREL STRAIGHT BOURBON 107 PROOF - 750ML","750ML","204","$66.99",,
"27340","SINGLE MALT SCOTCH","GLENLIVET 12YR DOUBLE OAK - 750ML","750ML","240","$69.99",,
"336865","AMERICAN RED","JOSH CELLARS LEGACY - 750ML","750ML","528","$18.99",,
"83370","AMERICAN RED","BOTA BOX-OLD VINES ZIN(3/CS) - 3L","3L","90","$21.99",,
"23924","DOMESTIC CAN BEER","YUENGLING LAGER 24OZ CAN - 24.0Z","24.0Z","158","$28.05",,
"171744","AMERICAN WHITE","CAPRICCIO PASSION FRUIT SANGRIA 750ML","750ML","108","$11.99",,
"83766","AMERICAN RED","APOTHIC CAL CAB - 750ML","750ML","180","$12.99",,
"81914","AMERICAN RED","CORBETT CANYON MER - 1.5L","1.5L","456","$11.99",,
"77762","DOMESTIC CAN BEER","DOGFISH HEAD (FALL)  VP 2/12 CN - 12.0Z (12-Pack)","12pk","3936","$20.99",,
"77725","MALT BASED SELTZER","WHITE CLAW VARIETY 24PK LOOSE CANS - 12.0Z","12.0Z","1499","$39.99",,
"89028","AMERICAN TABLE WINE","CARLO ROSSI BURGUNDY - 1.5L","1.5L","198","$9.99",,
"12867","DOMESTIC CAN BEER","SIERRA NEVADA OKTOBERFEST 4/6 CN - 12.0Z (6-Pack)","6pk","3360","$10.99",,
"79051","IMPORTED VODKA FLAVORS","SVEDKA CITRON VODKA - 1.75L","1.75L","102","$20.99",,
"69086","DOMESTIC BOTTLE BEER","BLUE MOON BLGM WHTE ALE 2/12NR - 12.0Z (12-Pack)","12pk","15504","$20.99",,
"306660","FRENCH BLUSH","ROQUESANTE RSE - 750ML","750ML","276","$14.99",,
"341122","FRENCH BLUSH","MONTGRAVET ROSE - 750ML","750ML","0","$12.99",,
"27081","IMPORTED SCOTCH","FAMOUS GROUSE SCOTCH 1.75L","1.75L","0","$49.98",,
"243148","AMERICAN BLUSH","MCBRIDE SISTERS BLACK GIRL MAGIC ROSE - 750ML","750ML","120","$19.99",,
"50734","DOMESTIC CAN BEER","DOGFISH HEAD SEAQUENCH ALE 2/12PK CAN - 12.0Z (12-Pack)","12pk","1992","$19.38",,
"362928","NON-ALCOHOLIC WINE","SUTTER HOME FRE CABERNET - 750ML","750ML","216","$9.99",,
"304627","ARGENTINA","SANTA JULIA MALBEC SUSTAINABLE - 750ML (1 Bottle)","750ML","120","$12.99","$9.99","09/30/2025"
"77256","BOTTLED IN BOND","JIM BEAM HONEY - 750ML","750ML","240","$17.99",,
"63207","AMERICAN RED","WOODBRIDGE MER - 1.5L","1.5L","306","$15.99",,
"170869","SPARKLING","UNDERWOOD ROSE BUBBLES CAN 355ML","355ML","432","$7.99",,
"40789","ARGENTINA","LUIGI BOSCA MALBEC - 750ML","750ML","144","$19.99",,
"26727","FRANCE-OTHER","H BEAULIEU PICPOUL DE PINET BLC - 750ML","750ML","2304","$18.99",,
"84906","AMERICAN RED","BAREFOOT CEL RED MOSCATO - 187ML","187ML","864","$1.99",,
"103055","NEW ZEALAND","ALLAN SCOTT VYDS S/BLC - 750ML","750ML","276","$21.99",,
"25883","IMPORTED BOTTLE BEER","MODELO ESPECIAL 24 LOOSE NR - 12.0Z","12.0Z","4133","$34.99",,
"35343","DOMESTIC VODKA","SMIRNOFF VODKA - 375ML","375ML","1536","$6.99",,
"75599","BLENDED WHISKEY","TIN CUP WHISKEY - 750ML (1 Bottle)","750ML","120","$29.99","$25.99","09/30/2025"
"86975","AMERICAN RED","J LOHR LOS OSOS MER - 750ML (1 Bottle)","750ML","72","$16.99","$14.99","09/30/2025"
"345936","SPANISH/PORTUGUESE","LOBETIA ROSADO - 750ML","750ML","192","$12.99",,
"80569","AMERICAN RED","BAREFOOT CEL CAB BIB - 3L","3L","48","$21.99",,
"72554","DOMESTIC VODKA","NEW AMSTERDAM VODKA 100P - 1.75L","1.75L","258","$25.99",,
"70419","DOMESTIC VODKA FLAVORS","DEEP EDDY LEMON VODKA - 750ML","750ML","552","$17.99",,
"234152","KOSHER","GOLAN HEIGHTS MT HERMON RED - 750ML","750ML","0","$19.99",,
"342194","AMERICAN RED","MENAGE A TROIS SILK - 750ML","750ML","1344","$12.99",,
"10436","DOMESTIC CAN BEER","OSKAR BLUES DALES PALE ALE 4/6 CAN - 12.0Z (6-Pack)","6pk","3408","$13.99",,
"246389","STRAIGHT BOURBON WHISKEY","UNCLE NEAREST 1884 SMALL BATCH WHISKEY 375ML","375ML","0","$24.99",,
"378181","CHILE","JOHN'S BAY SAUV BLANC - 750ML","750ML","120","$9.99",,
"27545","IMPORTED SCOTCH","JOHNNIE WALKER RED - 750ML","750ML","3084","$21.99",,
"18944","AMERICAN RED","MEIOMI BRIGHT PINOT NOIR 750ML","750ML","192","$22.99",,
"171125","AMERICAN RED","LA CREMA SONOMA CAB 750ML","750ML","528","$39.99",,
"83496","AMERICAN WHITE","GALLO FAMILY VYDS CHARD - 1.5L","1.5L","36","$10.99",,
"419338","CHILE","LA PLAYA S/BLC - 750ML","750ML","360","$9.99",,
"415081","SPANISH/PORTUGUESE","ANCIANO NO.10 RIOJA GRAN RESERVA 750ML","750ML","204","$20.99",,
"338006","AMERICAN WHITE","DAOU CHARDONNAY - 750ML","750ML","156","$21.99",,
"75191","AMERICAN RED","BERINGER FOUNDERS EST CAB - 750ML","750ML","348","$10.99",,
"72671","IMPORTED GIN","MONKEY 47 DRY GIN - 750ML","750ML","162","$59.99",,
"89260","DOMESTIC RUM","CALYPSO SILVER RUM - 1.75L","1.75L","264","$12.99",,
"246326","SESSION RTD","SURFSIDE GREEN TEA PACK 3/8PK 12OZ CAN - 12.0Z (8-Pack)","8pk","12408","$17.99",,
"321808","ARGENTINA","LIBERTY CREEK ARGENTINA MOSCATO - 1.5L","1.5L","42","$10.99",,
"47852","STRAIGHT RYE WHISKEY","HIGH WEST DOUBLE RYE - 750ML","750ML","456","$34.99",,
"26184","CIDERS","ANGRY ORCHARD GREEN APPLE NR - 12.0Z (6-Pack)","6pk","5016","$10.99",,
"241603","SESSION RTD","DOGFISH HEAD BLOOD ORANGE & MANGO VODKA CRUSH - 6/4 CAN - 12.0Z (4-Pack)","4pk","1872","$11.99",,
"83356","AMERICAN RED","K JACKSON VINT RES P/NOIR - 750ML (1 Bottle)","750ML","708","$19.99","$16.99","09/30/2025"
"82171","AMERICAN RED","FRANZIA MERLOT - BIB - 5LTR","5LTR","4","$24.99",,
"89557","AMERICAN RED","BLACK BOX DOLCE SEMI SWEET RED - 3L-BIB","3L","42","$21.98",,
"23773","DOMESTIC BOTTLE BEER","GOOSE ISLAND IPA-NR - 12.0Z (6-Pack)","6pk","3720","$12.99",,
"325381","MISCELLANEOUS IMPORTED SPIRITS","DEL MAGUEY VIDA MEZCAL - 750ML","750ML","198","$40.99",,
"74211","DOMESTIC VODKA FLAVORS","NEW AMSTERDAM VODKA - PEACH - 750ML","750ML","312","$11.99",,
"39322","TEQUILA","MILAGRO SILVER TEQUILA 80 - 750ML","750ML","1248","$28.99",,
"320999","ARGENTINA","EL TRACTOR MAL - 750ML","750ML","252","$10.99",,
"44234","GERMAN WINE","GERSTACKER NURNBERGER GLUHWEIN - 1L","1L","180","$9.99",,
"30966","DOMESTIC CAN BEER","NB VOODOO FRUIT FORCE 4/6 CAN - 12.0Z (6-Pack)","6pk","1536","$12.99",,
"72366","IMPORTED VODKA FLAVORS","KETEL ONE BOTANICAL PEACH & ORANGE BLOSSOM - 750ML","750ML","372","$27.99",,
"88618","SPARKLING","LA MARCA PROSECCO ROSE - 187ML","187ML","72","$6.99",,
"26639","DOMESTIC CAN BEER","DC BRAU CORRUPTION IPA 4/6 12.0Z CAN (6-Pack)","6pk","2592","$10.99",,
"70076","AMERICAN RED","MURPHY GOODE MER - 750ML","750ML","804","$14.99",,
"3450","DOMESTIC BOTTLE BEER","MILLER LITE 2/12 LNNR - 12.0Z (12-Pack)","12pk","41016","$14.99",,
"29041","DOMESTIC CAN BEER","ATLAS DISTRICT COMMON 4/6 CAN - 12.0Z (6-Pack)","6pk","288","$12.99",,
"30958","DOMESTIC CAN BEER","FLYING DOG THE TRUTH 2/12PK CAN - 12.0Z (12-Pack)","12pk","10512","$21.99",,
"83886","SPARKLING","LA MARCA LUMINORE PROSECCO SUPERIORE - 750ML","750ML","132","$22.99",,
"84251","AMERICAN RED","BAREFOOT CEL RED MOSCATO - 750ML","750ML","36","$7.99",,
"57500","TEQUILA","TORADA GOLD TEQ - 1L","1L","672","$12.99",,
"87661","SPARKLING","ANDRE STRAWBERRY - 750ML","750ML","84","$9.99",,
"89374","AMERICAN RED","APOTHIC CAL DARK - 750ML","750ML","276","$12.99",,
"59153","SPARKLING","SIMONET BRUT BL/BL - 750ML","750ML","120","$12.99",,
"80160","ARGENTINA","TRAPICHE ALARIS MALBEC - 750ML","750ML","420","$9.99",,
"41912","NON-ALCOHOLIC MIXERS","FEVER TREE PREM TONIC 6/4PK - 200ML (4-Pack)","4pk","4008","$7.99",,
"88940","SESSION RTD","THE FINNISH LONG DRINK CRANBERRY 4/6PK - 12OZ CAN - 12.0Z (6-Pack)","6pk","216","$16.99",,
"52833","SPARKLING","KORBEL BRUT CHAMPAGNE 24/C - 187ML","187ML","408","$5.99",,
"83178","AMERICAN RED","K JACKSON VINT RES MER - 750ML (1 Bottle)","750ML","396","$22.99","$19.99","09/30/2025"
"27499","IMPORTED SCOTCH","JOHNNIE WALKER BLACK - 1L","1L","24","$50.99",,
"347741","SINGLE MALT SCOTCH","FINLAGGAN OLD RESERVE SINGLE MALT SCOTCH 750 ML - 750ML","750ML","72","$27.99",,
"57800","AMERICAN RED","KENWOOD SONOMA CAB - 750ML","750ML","300","$18.99",,
"72688","SESSION RTD","DEEP EDDY VODKA & TEA VARIETY  - RTD - 12.0Z (6-Pack)","6pk","264","$19.99",,
"74200","IMPORTED GIN","NOLETS SILVER DRY GIN - 750ML","750ML","96","$41.99",,
"26956","AUSTRALIAN","YELLOW TAIL SHZ - 1.5L","1.5L","714","$13.99",,
"68527","ASIAN","GEKKEIKAN SAKE - 1.5L","1.5L","582","$18.99",,
"42145","DOMESTIC CORDIALS","MONTEZUMA - TRIPLE SEC 30P - 1L","1L","1164","$5.99",,
"74039","CHILE","CYT FRONTERA MER - 1.5L","1.5L","2256","$10.99",,
"85692","WINE CANS","DARK HORSE CAL P/NOIR - CAN - 375ML","375ML","0","$4.99",,
"79537","VERMOUTH","MARTINI & ROSSI SWEET VERMOUTH - 750ML","750ML","768","$17.99",,
"26964","AUSTRALIAN","YELLOW TAIL CHARD - 1.5L","1.5L","3024","$13.99",,
"70942","DOMESTIC BRANDY","E&J BRANDY - PEACH - 750ML","750ML","108","$11.99",,
"72003","SESSION RTD","HIGH NOON SUN SIPS MANGO - RTD  - 6/4PK - 355ML (4-Pack)","4pk","888","$10.99",,
"310611","SPANISH/PORTUGUESE","BODEGAS EGO GORU VERDE MONASTRELL - 750ML","750ML","168","$15.99",,
"72389","AUSTRALIAN","JACOBS CREEK CHARD - 750ML","750ML","252","$9.99",,
"405604","ARGENTINA","CATENA MAL VISTA FLORES - 750ML","750ML","144","$16.99",,
"80950","PORT","TAYLOR PORT - 750ML","750ML","1488","$9.99",,
"327691","AMERICAN RED","LA CREMA W/V P/NOIR - 750ML","750ML","300","$29.99",,
"85424","AUSTRALIAN","19 CRIMES SEA  RED BLEND - 750ML","750ML","348","$12.99",,
"81747","AMERICAN WHITE","BAREFOOT CEL MOSCATO - 750ML","750ML","816","$7.99",,
"47293","SINGLE MALT SCOTCH","BUCHANAN  18YR SPEC RES - 750ML","750ML","78","$79.99",,
"60224","RED BURGUNDY WINE","JADOT BEAUJOLAIS VILLAGES - 750ML","750ML","360","$17.99",,
"42636","TEQUILA","CASA NOBLE REPOSADO TEQ - 750ML","750ML","84","$61.99",,
"340898","ITALIAN RED WINE","ANTINORI PEPPOLI - 750ML","750ML","0","$28.99",,
"84746","AMERICAN WHITE","SONOMA CUTRER SONOMA COAST CHARD 750ML (1 Bottle)","750ML","636","$27.99","$22.99","09/30/2025"
"71079","SINGLE MALT SCOTCH","GLEN MORAY PORT CASK - 750ML","750ML","84","$30.99",,
"380340","SESSION RTD","SUN CRUISER ICED TEA VARIETY 3/8 12OZ CAN - 12.0Z (8-Pack)","8pk","4944","$18.99",,
"94005","DOMESTIC BOTTLE BEER","SAM ADAMS OCTOBERFEST 4/6 LN - 12.0Z (6-Pack)","6pk","10992","$10.99",,
"89517","AMERICAN TABLE WINE","VIBE - VENDANGE  PEACH -  500ML","500ML","840","$3.99",,
"89534","SPARKLING","LA MARCA PROSECCO -ROSE -  3 PACK - 187ML (3-Pack)","3pk","504","$17.97",,
"14556","AMERICAN TABLE WINE","BOTA BOX BREEZE DRY ROSE 3L","3L","87","$21.99",,
"77136","TEQUILA","TEREMANA BLANCO TEQUILA 750ML","750ML","156","$33.99",,
"333953","ITALIAN RED WINE","STELLA ROSA ROSSO - 750ML","750ML","516","$12.99",,
"34258","ITALIAN RED WINE","BANFI CHIANTI CLASSICO - 750ML","750ML","420","$17.99",,
"83305","AMERICAN WHITE","K JACKSON VINT RES S/BLC - 750ML (1 Bottle)","750ML","2664","$14.99","$12.99","09/30/2025"
"84924","AMERICAN RED","APOTHIC  CALIFORNIA CRUSH RED BL - 750ML","750ML","960","$12.99",,
"96199","IMPORTED BOTTLE BEER","DOS EQUIS AMBER BEER 4/6 NR - 12.0Z (6-Pack)","6pk","4800","$9.99",,
"241386","CHILE","FRANZIA BOLD & JAMMY CAB BIB - 5L","5L","92","$24.99",,
"305536","SPARKLING","RUFFINO PROSECCO - 750ML","750ML","828","$15.99",,
"88462","SPARKLING","LA MARCA PROSECCO - 375ML","375ML","300","$10.99",,
"248139","COGNAC","REMY MARTIN 1738 - 12/750ML","750ML","444","$72.99",,
"80172","NON-ALCOHOLIC MIXERS","STIRRINGS TRADITIONAL MARGARITA MIX - 750ML","750ML","210","$6.99",,
"58278","SESSION RTD","JACK DANIELS & COKE  4 PK - RTD - 355ML (4-Pack)","355ML","2976","$12.99","$11.99","09/30/2025"
"50423","IMPORTED CORDIALS","PIRASSUNUNGA 51 CACHACA - 1L","1L","660","$21.99",,
"84806","AMERICAN RED","BAREFOOT CEL IMPRESSION RED - 1.5L (1 Bottle)","1.5L","72","$14.99","$12.99","09/30/2025"
"347480","ITALIAN ROSE WINE","STELLA ROSA PINK - 750ML","750ML","336","$13.99",,
"42879","AMERICAN WHITE","CHARLES SMITH KUNG FU GIRL RIES - 750ML","750ML","144","$15.99",,
"311322","AMERICAN RED","BLACK BOX CAB TETRA - 500ML","500ML","684","$3.99",,
"355384","AMERICAN RED","CRAFTWORK PINOT NOIR - 750ML","750ML","108","$14.99",,
"84678","AMERICAN RED","APOTHIC CAL RED BLEND - 750ML","750ML","3348","$12.99",,
"310751","RED BORDEAUX WINE","CH LES ARROMANS ROUGE - 750ML","750ML","168","$18.99",,
"95710","IMPORTED CAN BEER","GUINNESS DRAFT 6/4 14.9OZ CAN - 14.9Z (4-Pack)","4pk","6168","$9.99",,
"87073","NEW ZEALAND","CLOUDY BAY S/BLC - 750ML","750ML","0","$36.99",,
"85194","ITALIAN RED WINE","ROSCATO RED - 750ML","750ML","2940","$14.99",,
"30901","IMPORTED CAN BEER","MODELO CHELADA  2/12 CAN - 12.0Z (12-Pack)","12pk","2220","$19.99",,
"246205","SESSION RTD","SURFSIDE ICED TEA & LEMONADE - 6/4 PK - RTD -120Z CAN - 12.0Z (4-Pack)","4pk","14304","$8.99",,
"359416","AMERICAN RED","EQUOIA PINOT NOIR - 750ML","750ML","180","$15.99",,
"99201","IMPORTED BOTTLE BEER","NEGRA MODELO 2/12 NR - 12.0Z (12-Pack)","12pk","6336","$19.99",,
"16390","TEQUILA","JOSE CUERVO GOLD TEQUILA - 50ML","50ML","2280","$2.09",,
"164330","SPANISH/PORTUGUESE","EL COTO RIOJA CRIANZA - 750ML","750ML","276","$15.99",,
"242021","AMERICAN RED","MENAGE A TROIS BOURBON BARREL CAB - 750ML","750ML","324","$13.99",,
"42220","NEW ZEALAND","OYSTER BAY S/BLC - 750ML","750ML","648","$15.99",,
"91566","SESSION RTD","-196 VARIETY RTD 3/8 355ML (8-Pack)","8pk","1368","$18.99",,
"27356","CIDERS","STRONGBOW GOLD CIDER 4/6 11.20Z NR - 11.2Z (6-Pack)","6pk","1344","$10.99",,
"242101","STRAIGHT RYE WHISKEY","WHISTLEPIG RYE PIGGYBACK 6YR - 750ML","750ML","60","$55.99",,
"68596","RED BORDEAUX WINE","CHATEAU LA TUILERIE DU PUY BORDEAUX 750ML","750ML","168","$11.99",,
"239772","AMERICAN BLUSH","WOODBRIDGE ROSE 6/4 187ML PET CANS (4-Pack)","4pk","768","$8.99",,
"43966","TEQUILA","CORAZON AGAVE - BLANCO - 750ML","750ML","648","$23.99",,
"243416","RED BORDEAUX WINE","CH BOURDIEU BLAYE COTES DE BORD - 750ML","750ML","108","$19.99",,
"312165","WHITE BORDEAUX WINE","MONTGRAVET CDL BLC - 750ML","750ML","336","$12.99",,
"84791","AMERICAN BLUSH","DECOY CALIFORNIA ROSE 750ML","750ML","60","$19.99",,
"66036","ITALIAN WHITE WINE","BELLA SERA P/GRIG - 1.5L","1.5L","606","$16.99",,
"166617","AMERICAN WHITE","ROMBAUER SAUVIGNON BLANC NAPA - 750ML","750ML","84","$26.99",,
"50970","IMPORTED CORDIALS","BAILEYS IRISH CREAM - 750ML","750ML","1092","$31.99",,
"66133","ITALIAN WHITE WINE","CAVIT P/GRIG - 750ML","750ML","1380","$13.99",,
"45632","AMERICAN RED","R STRONG SONOMA MERLOT - 750ML","750ML","108","$21.99",,
